attack,file_name,csv_name,dataset_name,model_name,adv_size,success_rate,L2,L1,Linf,L0,mse,uqi,ergas,sam,scc,vifp,rase,psnrb,magnet_det,squeezer_det,is_succ,cifar_idx
uni,uni0.11000.2inf_miss,gen_list_uni_inf,cifar,conv12,52,0.388235294117647,1.6156794808323711,56.79149768974759,0.10000000000000003,3070.0,0.0008497461539006381,0.9925226215092713,4815.099421433088,0.058690674136642834,0.8868776079349611,0.9971740109322701,690.1138550374762,30.578607335121358,0,0,0,93
uni,uni0.11000.2inf_miss,gen_list_uni_inf,cifar,conv12,52,0.388235294117647,1.6159065055078459,56.80513713052953,0.10000000000000003,3072.0,0.0008499849721818288,0.9936360218271064,4447.386803963323,0.08540571883009052,0.7697235694536299,1.077541728626797,640.9743523856947,25.727323768399387,0,0,0,94
uni,uni0.11000.2inf_miss,gen_list_uni_inf,cifar,conv12,52,0.388235294117647,1.6159065055078459,56.80513713052953,0.10000000000000003,3072.0,0.0008499849721818288,0.9974531422444333,2948.314877033602,0.052228191038773776,0.9395156309151386,0.9678417318152128,424.27632226325386,30.577971088480346,0,0,0,95
uni,uni0.11000.2inf_miss,gen_list_uni_inf,cifar,conv12,52,0.388235294117647,1.6156421154567253,56.7871334247428,0.10000000000000003,3072.0,0.0008497068506632431,0.9959624348023522,3707.0378073267766,0.06713678311031845,0.9421541553118692,1.0087409709787976,532.3724958604975,30.577971088480346,0,0,0,96
uni,uni0.11000.2inf_miss,gen_list_uni_inf,cifar,conv12,52,0.388235294117647,1.6148775357490113,56.190085556747974,0.1,2683.0,0.0008489028175347654,0.9984836902808755,2337.010364718955,0.03180883184038544,0.7936421608017339,0.9721407727435417,336.7708337411081,24.545339271847233,1,0,0,98
uni,uni0.11000.2inf_miss,gen_list_uni_inf,cifar,conv12,52,0.388235294117647,1.6156903332881558,56.791720111550326,0.10000000000000003,3072.0,0.0008497575693622372,0.9967207791648423,3020.3550234648005,0.04162986281744277,0.8004414517269071,1.0015772664347156,434.210904491315,25.490026054598633,0,0,0,99
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.409987628257275,54.288251212011005,0.14415227922738771,3071.0,0.0006471566119266195,0.9973646125033513,3050.8059506770687,0.05415448881385846,0.8906138283142346,0.9844594965453136,439.48216272404375,31.708174559005503,0,0,1,0
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111254790904049,54.352962705819856,0.14415227922738771,3072.0,0.0006482015357220459,0.9980041424439655,2556.9803137599038,0.04367070586058552,0.849522769246989,0.9932027526261078,369.83267645037887,31.703888650397438,0,0,1,2
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.35447201860849,0.14415227922738771,3072.0,0.0006482176910002171,0.9987355536105255,2143.075403343371,0.0391405581632518,0.8807620798102755,0.9950317350553618,309.60831415351845,23.216674085757276,0,0,1,3
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.409039118318517,54.261118045250214,0.14415227922738771,3071.0,0.0006462862099452551,0.9924102270331182,4110.81961088938,0.0668008057052955,0.8797266150168751,0.9905412089440073,586.420426789702,31.716630692710233,0,0,1,6
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4098672954192588,54.27082933842515,0.14415227922738771,3071.0,0.0006470461558244844,0.9950069152113041,3995.9902490406416,0.06696645909929615,0.7453259272654228,0.968270159121817,569.1466669019593,29.231132761035767,0,0,1,7
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4092485892360795,54.3253093206762,0.14415227922738771,3072.0,0.0006464783809452735,0.9988237699201878,2060.1533442931977,0.038674549667317294,0.8429896568605774,0.9922212651745621,296.80089314581136,30.88851443831636,0,0,1,8
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.3544720186085,0.14415227922738771,3072.0,0.000648217691000217,0.9985813947712027,2244.102727275136,0.04521169862585917,0.6266920025176712,0.9813306106952084,324.1427803465746,31.703888650397438,0,1,1,10
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.3544720186085,0.14415227922738771,3072.0,0.000648217691000217,0.9969900832656927,3442.5399077024217,0.06048601239838788,0.8704109229230985,0.9838220484223434,494.7833268859692,31.703888650397438,0,0,1,12
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.409882810383116,54.32629663281544,0.14415227922738771,3071.0,0.0006470603968143858,0.9984745401950548,2452.484740164503,0.04653449718449824,0.8692300001104075,0.991411097169025,353.7305896552364,31.703888650397438,0,0,1,15
