L0,L1,L2,Linf,adv_size,attack,cifar_idx,csv_name,dataset_name,ergas,file_name,is_succ,magnet_det,model_name,mse,psnrb,rase,sam,scc,squeezer_det,success_rate,uqi,vifp
3071.0,30.709980097193927,0.554165680951698,0.010000020849938507,68.0,bim,28.0,gen_list_1,cifar,1161.0190652346141,bim0.010.1_succ,1.0,0.0,conv12,9.99673183413604e-05,40.00424898442147,167.5324951527142,0.017770751661032102,0.9852932087755483,0.0,0.8,0.9996572809497244,1.0021090180752947
3072.0,30.71567341005247,0.5541865861923083,0.010000020849938507,68.0,bim,29.0,gen_list_1,cifar,1561.0982549853102,bim0.010.1_succ,1.0,0.0,conv12,9.99748607797802e-05,40.00000660106825,223.00672817753224,0.03505952560904465,0.9741101828867643,0.0,0.8,0.9990280860929391,0.9980313766673304
3071.0,30.70568152220883,0.5540965029291913,0.010000020849938507,68.0,bim,30.0,gen_list_1,cifar,2315.368424148395,bim0.010.1_succ,1.0,0.0,conv12,9.994236150988259e-05,40.00000268250861,332.8336672752237,0.04083869793373401,0.9675981612921308,0.0,0.8,0.998485415689906,0.9984770494252481
3072.0,30.71997568510911,0.5542558197289322,0.010000020849938507,68.0,bim,31.0,gen_list_1,cifar,921.0879827946911,bim0.010.1_succ,1.0,0.0,conv12,9.999984170032247e-05,40.00000662666377,132.81668213993947,0.020096027638042146,0.9052084724751109,0.0,0.8,0.9997801798400131,1.002212292202355
3072.0,30.719973052658286,0.5542557722335313,0.010000020849938507,68.0,bim,32.0,gen_list_1,cifar,875.6804836719408,bim0.010.1_succ,1.0,0.0,conv12,9.999982456191021e-05,40.00000733795673,126.36611321384319,0.019408546753645964,0.9745210996392105,0.0,0.8,0.9998008946380558,0.9983159409546539
3038.0,30.146649582187333,0.5480867113541931,0.010000020849938507,68.0,bim,33.0,gen_list_1,cifar,1304.7990162881517,bim0.010.1_succ,1.0,0.0,conv12,9.778614686297349e-05,40.112712226854285,188.19628704263928,0.018602715141981436,0.9594686376587895,0.0,0.8,0.9995593888283277,0.9899102390356341
3041.0,30.331151559130817,0.5503487427110579,0.010000020849938507,68.0,bim,37.0,gen_list_1,cifar,744.9416317511029,bim0.010.1_succ,1.0,0.0,conv12,9.859496699337314e-05,40.06675041795038,107.52306290551458,0.014096484628299474,0.9764386845191836,0.0,0.8,0.9998687319175348,0.9969338201315289
3071.0,30.70997843870199,0.5541656510240719,0.010000020849938507,68.0,bim,40.0,gen_list_1,cifar,902.4776236389896,bim0.010.1_succ,1.0,0.0,conv12,9.996730754392362e-05,30.541616617841633,130.22472492390227,0.017403874645051755,0.9639974920442153,0.0,0.8,0.9998055283707319,1.0010547479753675
3072.0,30.71999508794762,0.5542561697980829,0.010000020849938507,68.0,bim,41.0,gen_list_1,cifar,2267.2557819971344,bim0.010.1_succ,1.0,0.0,conv12,9.999996802058635e-05,40.00000183270613,325.1448672859526,0.04732022047686252,0.9692958681017666,0.0,0.8,0.9984011072261779,1.0073779812921735
3072.0,30.719984852807485,0.5542559851340754,0.010000020849938507,68.0,bim,42.0,gen_list_1,cifar,1932.2979950337185,bim0.010.1_succ,1.0,0.0,conv12,9.999990138572405e-05,40.000004508662144,278.8670555114667,0.024162735822901765,0.9683807432796327,0.0,0.8,0.999218033162944,1.000871346197229
