attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,max_trasl,max_rot,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_l0,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb
newton,True,,1e+02,500,,,,,,,0.1,,,,,,,newton0.1100_succ,gen_list_newton,cifar,resnet50,100,90,87,0.9666666666666667,13.984672570228577,3.141417450044258,122.4519856320773,0.3485461907944475,35.310344827586206,0.009423186097819286,0.9790999293603432,6446.504582286034,0.10462128688546626,0.7045046122768207,0.9569750467547611,930.2468102832207,31.78017332407788
newton,False,,100.0,500,,,,,,,0.1,,,,,,,newton0.1100_miss,gen_list_newton,cifar,resnet50,100,90,3,0.9666666666666667,13.984672570228577,1.569929539324158,58.6980516448317,0.2566571228547034,1022.3333333333334,0.001390302664217485,0.9860567289624007,6113.165109695824,0.05472737304498629,0.8024237321894745,0.9829758247296029,879.3333555082255,31.78017332407788
newton,True,,100.0,500,,,,,,,0.03,,,,,,,newton0.03100_succ,gen_list_newton,cifar,resnet50,100,90,87,0.9666666666666667,12.90387423992157,2.05186053284715,82.76467703178591,0.19738754923863663,35.310344827586206,0.008266478361586626,0.9815636536263938,5901.02007624932,0.06760087950839011,0.838441072248896,0.9632157016023919,849.9506948110801,36.56301749228623
newton,False,,100.0,500,,,,,,,0.03,,,,,,,newton0.03100_miss,gen_list_newton,cifar,resnet50,100,90,3,0.9666666666666667,12.90387423992157,2.616819008705685,101.06496466709785,0.27944249610593114,1022.3333333333334,0.004944024640104369,0.9790160042205835,6019.845104385996,0.08031898862964938,0.6605083989825798,0.9735196681996188,871.3741747298048,36.56301749228623
newton,True,,100.0,500,,,,,,,0.05,,,,,,,newton0.05100_succ,gen_list_newton,cifar,resnet50,100,90,88,0.9777777777777777,11.309745347499847,1.9076894100184096,72.87491270675235,0.24554340564479815,34.90909090909091,0.003489246557883467,0.9905243962113228,4087.262085422162,0.06473096935714284,0.8057302524613185,0.9808840505062952,589.884575364976,34.770647921671475
newton,False,,100.0,500,,,,,,,0.05,,,,,,,newton0.05100_miss,gen_list_newton,cifar,resnet50,100,90,2,0.9777777777777777,11.309745347499847,0.9511060107921115,33.41394791633547,0.15506305626648315,1533.5,0.0005889334387496738,0.9987546411360207,1524.7060097963445,0.018366753582109773,0.7410399241050294,0.9695314144941037,220.21565635176376,34.770647921671475
newton,True,,100.0,500,,,,,,,0.07,,,,,,,newton0.07100_succ,gen_list_newton,cifar,resnet50,100,90,87,0.9666666666666667,11.37858857870102,2.811993667079049,111.78115707267105,0.2937353790353784,35.310344827586206,0.008991124649301874,0.9805370675716903,5705.135705846374,0.09317002704156678,0.7495416023608669,0.9555034101233446,823.3293849742537,33.02380226947851
newton,False,,100.0,500,,,,,,,0.07,,,,,,,newton0.07100_miss,gen_list_newton,cifar,resnet50,100,90,3,0.9666666666666667,11.37858857870102,1.3360768568467989,47.124787354733165,0.21937015210004415,1022.3333333333334,0.0009439152163667131,0.9910725659390701,4944.112650963629,0.04320864923474547,0.7277233006130993,0.9657014124731683,711.7187288207398,33.02380226947851
newton,True,,100.0,500,,,,,,,0.09,,,,,,,newton0.09100_succ,gen_list_newton,cifar,resnet50,100,90,86,0.9555555555555556,11.082028756141662,3.2209815389334264,128.51134164622945,0.3315822899352201,35.72093023255814,0.011156681482831662,0.9758301083314974,6671.664281090233,0.10674556459746598,0.7162146707928974,0.9496457714056243,962.6545674988181,32.05614683662235
newton,False,,100.0,500,,,,,,,0.09,,,,,,,newton0.09100_miss,gen_list_newton,cifar,resnet50,100,90,4,0.9555555555555556,11.082028756141662,1.912858354283763,68.65528923456398,0.31806621641358906,766.75,0.0017453061203145633,0.9883846090072794,5724.365792904758,0.054660794540139675,0.7056560430136214,0.9583703021926071,824.1716377426869,32.05614683662235
